DATAFLOW,LAST UPDATE,freq,unit,indic_il,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,LV,2024-01-01,23.6,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,MT,2024-01-01,26.8,p,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NL,2024-01-01,13.0,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,NO,2024-01-01,54.7,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PL,2024-01-01,14.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,PT,2024-01-01,55.8,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RO,2024-01-01,6.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,RS,2024-01-01,19.3,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SE,2024-01-01,43.4,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SI,2024-01-01,54.2,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,SK,2024-01-01,4.5,,
ESTAT:TPS00185(1.0),23/04/26 23:00:00,A,PC,SC103,TR,2024-01-01,0.8,,
